"Expenses  > Salary Expenses ( 401001 ) ",
EE-2025-0000051,408011,Bank Charges,Unassigned,05-07-2025,Being sms charges,,, Bank Charges ,408011,10.24,,
EE-2025-0000357,408011,Bank Charges,Unassigned,02-12-2025,Being bank charges for minimum balancce,,, Bank Charges ,408011,118.89,,

"Balance : 140.47(Debit)","","","","","","","","","","140.47","0",

"Expenses  > Miscellaneous Expenses ( 408014 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Miscellaneous Expenses ","408014","","",
EE-2025-0000269,408014,Miscellaneous Expenses,Unassigned,20-02-2026,Being amount paid towards broom charges,,, Miscellaneous Expenses ,408014,150,,

"Balance : 150(Debit)","","","","","","","","","","150","0",

"Expenses  > Income Tax Expenses ( 408021 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Income Tax Expenses ","408021","","",
JE-2025-0000070,408021,Income Tax Expenses,,31-03-2026,Being provisiopon for income tax Fy 25-26,,, Income Tax Expenses ,408021,2208.00,,

"Balance : 2208(Debit)","","","","","","","","","","2208","0",

"Expense > Interest on TDS ( 408017 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Interest on TDS ","408017","","",
EE-2025-0000061,408017,Interest on TDS,Unassigned,28-05-2025,Interest on TDS,,, Interest on TDS ,408017,226,,

"Balance : 226(Debit)","","","","","","","","","","226","0",

