"Expenses  > Salary Expenses ( 401001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Bank Charges ","408011","","",
EE-2025-0000005,408011,Bank Charges,Unassigned,03-04-2025,Being balance certificates charges for FY 24-25,,, Bank Charges ,408011,147.5,,
EE-2025-0000003,408011,Bank Charges,Unassigned,04-04-2025,Being sms charges of Q4 FY 24-25,,, Bank Charges ,408011,14.27,,
EE-2025-0000007,408011,Bank Charges,Unassigned,05-07-2025,SMS Banking charges for quarter ending,,, Bank Charges ,408011,14.46,,
EE-2025-0000012,408011,Bank Charges,Unassigned,05-10-2025,Being SMS charges for Q3 recd,,, Bank Charges ,408011,11.53,,
EE-2025-0000146,408011,Bank Charges,Unassigned,06-01-2026,sms charges,,, Bank Charges ,408011,10.24,,
EE-2025-0000193,408011,Bank Charges,BMC,30-01-2026,Being chq bounce chgs paid - BMC,,, Bank Charges ,408011,240,,
EE-2025-0000151,408011,Bank Charges,Unassigned,02-03-2026,Ch book issue charges,,, Bank Charges ,408011,295,,

"Balance : 733(Debit)","","","","","","","","","","733","0",

"Expenses  > Income Tax  ( 408019 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Income Tax  ","408019","","",
JE-2025-0000181,408019,Income Tax ,,31-03-2026,Being income tax refund rec fy 24-25,,, Income Tax  ,408019,674.00,,

"Balance : 674(Debit)","","","","","","","","","","674","0",

"Expense > Payables Write Offs ( 408015 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
"","","","","","Opening Balance","",""," Payables Write Offs ","408015","","",
EE-2025-0000251,408015,Payables Write Off,Unassigned,31-03-2026,Vendor has not deposited the earlier and not interested in collecting a new one,,, Payables Write Offs ,408015,,1300,
JE-2025-0000057,408015,Payables Write Off,,31-03-2026,Being amt written off as vendor is not collecting his payment more than 1 year,,, Payables Write Offs ,408015,1300.00,,

"","","","","","","","","","","1300","1300",

